weight;word
48;LHCb detector
48;quark
48;Au+Au collisions
48;massless scalar field
48;approximation
48;gauge theories
48;lattice simulations
48;operators
48;sources
48;Monte Carlo simulations
46;D0 detector
46;galaxy clusters
46;parameter space
46;ZEUS detector
46;domain walls
46;Randall–Sundrum model
46;D-branes
46;cavity
46;probe
44;axion
44;general relativity
44;vector mesons
44;Standard Model Higgs boson
44;nuclear medium
44;mesons
44;active neutrinos
44;atmospheric neutrinos
44;dataset
44;event
44;different models
44;continuum
44;sensor
42;BESIII detector
42;star
42;couplings
42;torus
42;graviton
42;CMB
42;L3 detector
42;CERN LHC
42;[1].
42;CERN Large Hadron Collider
42;geometry
42;films
42;structures
42;grain boundaries
42;materials
40;scalars
40;Born–
40;formulation
40;sector
40;neutrino
40;minimal supersymmetric standard model
40;charged leptons
40;solar neutrinos
40;string
40;two jets
40;charged hadrons
40;complete set
40;array
38;charm quarks
38;modes
38;Nambu–
38;gravitino
38;neutron
38;supersymmetric particles
38;proton–proton collisions
38;hidden sector
38;standard model particles
38;photons
38;signals
38;alloys
38;light nuclei
38;electrons
38;software
36;PbPb collisions
36;dark sector
36;ILC
36;dark matter particles
36;former
36;vector field
36;Pb–Pb collisions
36;Goldstone boson
36;bound states
36;Majorana neutrinos
36;family
36;central collisions
36;excess
36;dilaton field
36;ordinary matter
36;decays
36;DØ detector
36;origin
36;crystal
36;hadrons
36;core
36;code
36;objects
34;quark-gluon plasma
34;dark photon
34;heavy neutrinos
34;group
34;nonlinear electrodynamics
34;Higgs sector
34;gluino
34;cosmological model
34;collisions
34;ansatz
34;chiral fermions
34;inflationary models
34;simple models
34;sphere
34;band
34;devices
34;problem
32;alloy
32;perturbations
32;dark energy models
32;massive neutrinos
32;wormhole
32;observer
32;matrix model
32;ensemble
32;bound
32;domain wall
32;domain
32;basis
32;future colliders
32;supersymmetric theories
32;heavy nuclei
32;QGP
32;substrate
32;Moon
32;predictions
32;strong magnetic field
32;atmosphere
30;vector boson
30;sterile neutrino
30;minimal model
30;axion field
30;SM particles
30;shell
30;neutron-rich nuclei
30;exotic nuclei
30;baryons
30;theoretical models
30;b quark
30;case
30;Standard Model fields
30;dark matter particle
30;statistical model
30;leptons
30;prediction
30;quark matter
30;dark matter candidates
30;fit
30;finite nuclei
30;de Sitter space
28;small systems
28;field theories
28;examples
28;BTZ black hole
28;new particle
28;quark gluon plasma
28;NMSSM
28;Standard Model particles
28;neutralino
28;cosmic string
28;event horizon
28;quantum field theories
28;KLOE detector
28;auxiliary fields
28;background field
28;Minimal Supersymmetric Standard Model
28;compound nucleus
28;quantum field theory
28;Higgs doublets
28;isomer
28;bulk scalar field
28;quarks and leptons
28;standard model Higgs boson
28;charged pions
28;plate
28;network
28;microstructure
28;crystals
28;literature
28;amino acids
28;cylinder
28;propagator
26;General Relativity
26;Dirac neutrinos
26;holographic model
26;vacua
26;peripheral collisions
26;tau leptons
26;simplified model
26;single scalar field
26;lightest neutralino
26;gluon
26;cold nuclear matter
26;external field
26;low-lying states
26;Minkowski spacetime
26;radion
26;special cases
26;Pb+Pb collisions
26;neutron star
26;two Higgs doublet models
26;Q-balls
26;potentials
26;OPAL detector
26;electric and magnetic fields
26;protons
26;environment
26;series
26;barrier
26;boundaries
26;Excited states
26;fragments
26;projectile
