weight;word
12;modulation
12;drought stress
12;down-regulated
12;data processing
12;dynamic behavior
12;polymerization
12;significant decrease
12;significant changes
12;hydrogen evolution
12;consumption
12;chemical reactions
12;cross-reactivity
12;retention
12;interplay
12;manufacture
12;formulation
12;absorption
12;phenomena
12;screening
12;drug discovery
12;identification and quantification
10;uniaxial tensile deformation
10;comprehensive investigation
10;anaerobic digestion
10;drinking purposes
10;basal and the in situ contraction-induced phosphorylation
10;exercise-induced signaling
10;management of diabetes
10;prescribed treatment
10;Anaerobic exercise
10;administration
10;vascular remodeling
10;waste management
10;dark treatment
10;follow-up
10;actions
10;test
10;water absorption
10;experimental procedures
10;insulin resistance
10;immune response
10;insulin signaling
10;localization
10;dependence
10;pyk deletion
10;risk assessment
10;oxygen evolution
10;MCPA degradation
10;reconstruction
10;detrimental effects
10;discharge
10;protease activity
10;surface passivation
10;detrimental effect
10;CO2 conversion
10;ammonia synthesis
10;dry reforming
10;global warming
10;drying process
10;transesterification
10;cell survival
10;optimisation
10;classification
10;programs
10;sensitive detection
10;early detection
10;availability
10;prevention
10;strong dependence
10;charge transfer
10;collapse
10;linear response
10;catalyst deactivation
10;creation
10;rheology
10;self-assemble
10;beneficial effects
10;studies
10;catalytic effect
10;spread
10;modelling
10;reduced mechanism
10;significantly reduced
10;protective effect
10;reaction mechanism
10;coupling
10;interfacial tension
10;metabolism
10;coalescence
10;underlying mechanisms
10;forces
10;trends
10;kinetics
10;mixing
10;aggregation
10;hydrolysis
10;development and validation
10;procedure
8;ERK activity
8;hunting/trapping
8;insulin therapy
8;bioremediation
8;cardiac arrest
8;descriptive research design
8;adverse health effects
8;accurate assembly and annotation
8;efficient radio network planning
8;acute coronary syndrome
8;tumor satellite formation
8;PCR amplification
8;perception
8;extended analyses
8;intervention
8;impacts
8;neuropathic pain
8;relation
8;stress
8;“Assessment
8;environmental and solid waste management
8;usage
8;research article
8;variability
8;involvement
8;biological treatment
8;comparisons
8;response control
8;human activities
8;associations
8;cell migration
8;quantitative comparison
8;cell cycle progression
8;targeted sequencing
8;protein identification
8;meta-analyses
8;proteomic changes
8;changes in gene expression
8;establishment
8;method and processing
8;chronic exposure
8;glucose consumption
8;data mining
8;maintenance
8;neurological diseases
8;Proteomic analysis
8;alterations
8;pathway
8;prevalence
8;upregulation
8;protective effects
8;biofilm formation
8;inhibitory effects
8;sample collection
8;quantitative evaluation
8;Ca-Cu process
8;aqueous boundary lubrication
8;quantitative determination
8;DNA metabolism
8;treatments
8;resistance
8;UV illumination
8;CO2 photoreduction
8;synergistic effect
8;promotion
8;H2 evolution
8;CO2 reduction
8;hydrogen evolution reaction
8;model reaction
8;heat flux
8;remediation
8;continuous operation
8;brominating activity
8;elemental analysis
8;flows
8;experimental study
8;alignment
8;torque
8;hydrogen abstraction
8;oxidative decomposition
8;progress
8;viability
8;wettability
8;migration
8;drug delivery
8;telomerase inhibition
8;research project
8;monitoring
8;thermal decomposition
8;catalytic upgrading
8;influences
8;protective role
8;wear testing
8;amyloid formation
8;origin
8;thermal annealing
8;significant enhancement
8;reactivity
8;condensation
8;plant metabolism
8;up-regulated
8;Gene expression
8;neck injury
8;antioxidant activity
8;movement
